year_harvest	NUMD	ETP_1	ETP_10	ETP_11	ETP_12	ETP_2	ETP_3	ETP_4	ETP_5	ETP_6	ETP_9	PR_1	PR_10	PR_11	PR_12	PR_2	PR_3	PR_4	PR_5	PR_6	PR_9	RV_1	RV_10	RV_11	RV_12	RV_2	RV_3	RV_4	RV_5	RV_6	RV_9	SeqPR_1	SeqPR_10	SeqPR_11	SeqPR_12	SeqPR_2	SeqPR_3	SeqPR_4	SeqPR_5	SeqPR_6	SeqPR_9	Tn_1	Tn_10	Tn_11	Tn_12	Tn_2	Tn_3	Tn_4	Tn_5	Tn_6	Tn_9	Tn17.2_1	Tn17.2_10	Tn17.2_11	Tn17.2_12	Tn17.2_2	Tn17.2_3	Tn17.2_4	Tn17.2_5	Tn17.2_6	Tn17.2_9	Tx_1	Tx_10	Tx_11	Tx_12	Tx_2	Tx_3	Tx_4	Tx_5	Tx_6	Tx_9	Tx010_1	Tx010_10	Tx010_11	Tx010_12	Tx010_2	Tx010_3	Tx010_4	Tx010_5	Tx010_6	Tx010_9	Tx34_1	Tx34_10	Tx34_11	Tx34_12	Tx34_2	Tx34_3	Tx34_4	Tx34_5	Tx34_6	Tx34_9
10	8	0.38892	1.13501	0.351364	0.272119	0.374577	1.06747	1.76048	2.41092	3.2697	1.75915	5.97691	1.88814	3.98815	3.51983	3.028	1.84552	2.26341	6.64988	3.8183	3.0298	65.9791	122.587	65.6537	51.9175	77.4833	135.463	177.296	205.43	245.912	153.557	0.538925	0.275269	0.544	0.455914	0.533333	0.31914	0.461778	0.64172	0.365778	0.430222	0.286794	9.09651	3.79144	-1.1695	0.495205	1.43987	4.66554	6.61302	10.7887	10.2975	0	0	0	0	0	0	0	0	0	0	5.80495	17.2494	10.1519	3.12799	6.66925	8.19778	12.4316	13.7195	18.0902	18.1425	24.0933	2.81333	12.6133	22.6267	19.64	17.64	9.44	6.93333	1.96	1.8	0	0	0	0	0	0	0	0	0.346667	0
11	8	0.312576	1.26109	0.322486	0.248885	0.465846	0.919452	1.38636	2.55367	2.58714	1.5791	1.69563	0.768732	7.0084	3.74498	2.21684	4.66714	4.07161	2.34477	2.45357	2.84582	70.5414	133.152	59.0488	50.647	86.4566	111.572	133.31	210.845	200.304	145.861	0.242151	0.181075	0.457333	0.582366	0.497143	0.677419	0.602222	0.466667	0.461333	0.571111	0.898423	8.80631	4.1201	0.841844	-2.66515	2.52847	4.74456	7.78763	9.53602	9.80943	0	0	0	0	0	0	0	0	0	0	7.20207	18.0998	10.2343	6.01896	3.99755	8.26459	10.5099	15.3859	16.5152	18.1209	19.16	1.4	12.2267	17.56	15.7067	16.5067	13.16	5.30667	2.94667	1.4	0	0	0	0	0	0	0	0	0	0
12	8	0.317689	1.16345	0.45799	0.216109	0.632295	0.964087	1.8431	2.521	2.84228	1.68527	2.9645	1.38265	1.34334	8.22415	3.16383	3.67673	3.48346	4.102	4.05781	3.75283	57.1266	132.172	80.9315	42.9423	84.0145	120.024	170.05	206.663	207.531	152.294	0.468387	0.277849	0.44	0.787957	0.612857	0.541075	0.664889	0.433978	0.585333	0.606222	1.34268	8.02617	1.89018	-1.40973	0.820459	-0.316577	2.98195	7.22697	12.5831	9.77073	0	0	0	0	0	0	0	0	0	0	6.97341	15.7526	9.22428	3.02321	6.38554	5.88271	10.0272	14.8611	19.5984	17.4468	21.36	2.46667	12.84	21.1067	16.8667	19.52	13.48	5.29333	0.653333	1.45333	0	0	0	0	0	0	0	0	0	0
14	8	0.298069	1.05561	0.374862	0.304466	0.478607	1.12991	1.5289	2.09991	2.57723	2.06887	6.31116	1.56975	4.84345	2.94873	3.79729	1.87448	6.8954	3.83463	4.35181	3.00766	59.6758	132.41	69.4117	62.2518	70.8458	134.682	148.009	179.07	203.878	181.982	0.633118	0.295914	0.449333	0.294624	0.66023	0.43957	0.776889	0.52086	0.570222	0.328889	-0.352684	7.98559	0.436576	1.74226	1.09902	2.09008	3.17775	6.39092	9.66171	10.7213	0	0	0	0	0	0	0	0	0	0	4.4467	16.6398	6.20762	7.10768	7.13491	9.84778	9.0378	12.8697	15.8053	18.6618	23.0267	2.10667	19.5467	21.7467	18.7733	14.4667	16.3067	9.08	2.93333	1.06667	0	0	0	0	0	0	0	0	0	0
16	8	0.385659	1.08267	0.621789	0.281193	0.479301	0.773727	1.59019	2.69878	3.43815	2.04869	1.69758	1.23496	2.30414	4.53251	6.25615	5.71377	4.07259	2.81933	2.42678	2.14449	69.1571	129.499	93.9918	54.1566	72.8517	102.45	155.985	212.856	249.748	169.321	0.389247	0.264086	0.182222	0.59871	0.721429	0.60043	0.516444	0.548387	0.448	0.454222	1.608	5.37607	2.43787	-0.0877585	0.50417	2.33682	3.54692	7.31444	10.6565	10.9812	0	0	0	0	0	0	0	0	0	0	7.80719	13.8976	10.5678	5.43423	5.20355	8.5538	9.80328	14.8998	18.6548	19.4205	20.6533	5.64	12.7333	24.4	20.1733	17.4	14.2133	6.26667	1.17333	2.05333	0	0	0	0	0	0	0	0	0	0
18	8	0.441238	1.06682	0.380991	0.224628	0.621317	1.34572	1.60898	2.60612	4.14601	1.67573	1.03021	1.30965	6.30163	0.879199	2.53773	2.7769	4.79032	2.60813	1.395	2.88515	77.0927	127.868	74.6642	61.2617	101.359	156.816	167.012	217.652	285.303	155.902	0.172903	0.276559	0.566222	0.350538	0.405057	0.366021	0.586222	0.395269	0.260889	0.430222	-0.353629	5.95401	1.77795	0.278621	0.486925	1.16126	2.81838	7.9453	12.5973	10.3595	0	0	0	0	0	0	0	0	0	0	5.56545	13.7401	8.28353	4.48582	7.29538	9.67632	9.75686	15.4303	22.0603	17.8248	24.0133	7.24	17.4933	24.16	16.88	14.8533	13.92	4.62667	0.88	1.45333	0	0	0	0	0	0	0	0	0	0
26	8	0.353648	1.19021	0.375143	0.379048	0.593471	1.23135	2.27357	1.97076	3.2065	2.33589	5.225	3.05271	2.0906	2.36739	3.99901	2.17144	2.0868	5.02088	3.1262	0.983596	54.014	134.144	66.9249	70.8944	85.0744	137.038	202.624	171.454	227.095	183.513	0.699355	0.230538	0.409778	0.337204	0.502989	0.590108	0.242667	0.783226	0.475111	0.197333	1.00176	7.86112	6.11918	1.13967	-1.33857	-0.0948225	4.32731	4.48959	10.7238	12.2862	0	0	0	0	0	0	0	0	0	0	5.54375	15.3415	11.5918	7.46741	3.82361	6.15243	12.1044	10.1588	17.8745	20.3574	23.7067	5.22667	11.36	20.8933	19.3333	17.0933	11.32	13.8533	3.04	0.853333	0	0	0	0	0	0	0	0	0	0
28	8	0.316464	1.16943	0.390759	0.329805	0.40927	1.2326	1.25871	2.50657	3.4628	2.92247	8.36109	1.89578	3.13422	2.40199	1.90835	2.446	4.27571	1.26757	0.964395	0.406916	48.7519	122.295	66.1852	66.2365	77.8694	144.35	129.74	199.954	239.446	208.865	0.727742	0.243871	0.456889	0.334194	0.568095	0.489032	0.676444	0.229677	0.359556	0.0937778	0.483642	8.71202	0.631959	1.16113	-1.64408	1.7535	1.96029	9.17081	12.0134	12.2844	0	0	0	0	0	0	0	0	0	0	5.21384	16.7755	6.25185	7.69131	3.2949	9.05492	7.88645	17.2222	19.3815	22.5157	21.5467	4.01333	15.2267	19.3067	17.5333	17.2933	17.0133	3.01333	1.32	0.08	0	0	0	0	0	0	0	0	0	0
33	8	0.249201	0.966295	0.349066	0.227842	0.505278	1.02648	1.90678	2.60185	3.05793	2.02287	1.66625	3.84437	2.10818	3.92604	1.57705	4.76541	3.59154	6.31964	2.38847	1.80395	70.3862	113.126	70.5403	64.1659	92.3358	123.109	185.907	207.223	226.952	167.41	0.267097	0.627527	0.505778	0.375054	0.421905	0.573763	0.509778	0.646021	0.559556	0.316444	-0.64802	8.11575	3.12585	-1.97998	-1.32034	4.09489	2.81649	6.16972	10.5791	11.4726	0	0	0	0	0	0	0	0	0	0	5.71923	15.3509	8.86411	3.55362	6.034	11.1215	10.9124	12.7526	17.7574	20.5996	22.4133	3.70667	14.8133	21.3067	15.8933	11.8933	12.48	10.8933	1.69333	0.306667	0	0	0	0	0	0	0	0	0	0
36	8	0.499656	0.833734	0.445707	0.360081	0.636829	1.76063	1.77835	3.19421	4.25566	2.21095	3.32503	4.14788	2.30219	4.61302	5.82707	1.81816	7.37313	2.76098	3.49662	6.93449	79.6356	104.183	84.5065	56.6196	90.2673	167.988	163.262	245.207	283.262	177.774	0.590968	0.715269	0.291111	0.451183	0.510952	0.250753	0.700889	0.415914	0.288889	0.381778	0.218091	5.37116	1.98921	2.63669	1.02301	4.95171	2.83018	8.59626	11.7005	9.28585	0	0	0	0	0	0	0	0	0	0	6.82476	12.282	9.533	8.61987	7.64669	13.9274	9.58832	17.6665	20.9754	18.2509	20.4267	10.44	15.4267	17.1733	17.6533	5.33333	17.1333	2.36	0.84	2.45333	0	0	0	0	0	0	0	0	0.146667	0
37	8	0.470309	1.02785	0.626366	0.371958	0.895153	1.65482	2.60066	2.71057	3.45246	1.99923	6.66579	2.36423	2.81869	2.62654	3.51808	3.03832	2.72072	4.98919	2.11302	4.7063	71.8033	117.315	86.9855	66.3588	107.642	163.306	223.043	214.639	251.179	158.87	0.570323	0.592688	0.355111	0.449032	0.573333	0.36086	0.311556	0.501075	0.454222	0.66	0.0871212	7.86645	5.97474	2.00623	2.75658	1.38848	4.43559	8.05934	11.1255	9.51074	0	0	0	0	0	0	0	0	0	0	6.61024	15.6019	13.0159	8.6013	10.4845	10.2445	13.5494	16.8491	18.6821	17.7191	21.0533	3.10667	6.33333	15.32	11.0267	12.1733	7.44	3.74667	1.85333	1.84	0	0	0	0	0	0	0	0	0	0
42	8	0.503836	1.05848	0.565869	0.399146	0.881541	1.52426	1.94318	2.76141	4.0079	2.13532	0.579819	1.24956	4.72874	4.31643	5.03798	2.4892	3.93968	2.86588	7.29629	2.29217	89.6661	116.464	85.2193	57.0421	103.43	157.794	179.735	218.105	266.99	170.524	0.126452	0.381075	0.449333	0.547097	0.370115	0.372473	0.572	0.544086	0.433778	0.465778	-1.32633	6.58477	0.246135	-0.20594	2.37035	2.21649	3.7728	9.10705	12.016	11.1318	0	0	0	0	0	0	0	0	0	0	6.52307	15.6745	7.19212	6.87563	10.8995	10.9992	12.4843	18.1599	20.4335	21.0193	21.7867	4	17.32	21.7867	11.8933	11.8	9.6	1.52	1.38667	1	0	0	0	0	0	0	0	0	0	0
48	8	0.328789	1.032	0.473453	0.400435	0.751821	1.25706	2.05275	3.02633	4.07201	1.92354	3.08678	2.19547	3.22324	2.30133	0.734418	4.64272	1.95536	1.98628	2.26547	4.45699	69.496	106.003	76.7458	69.7747	113.046	124.909	176.96	222.905	265.69	152.336	0.48	0.340645	0.448444	0.387097	0.345238	0.554839	0.510222	0.412043	0.371556	0.485333	-1.24882	8.49513	1.69984	-2.01784	-1.30458	3.14833	5.35846	8.77727	12.6221	10.0035	0	0	0	0	0	0	0	0	0	0	5.21584	16.7315	9.34773	4.88486	6.25292	11.4325	13.6063	17.9155	22.2407	19.1975	22.96	2.22667	15.4533	24	21.24	12	5.97333	2.44	0.466667	1.61333	0	0	0	0	0	0	0	0	0	0
49	8	0.557707	1.31416	0.74694	0.451718	0.70323	1.07126	2.23886	2.75391	3.21391	2.31452	0.609874	2.43922	2.38723	1.36964	3.45713	4.14709	3.65248	7.10502	2.37462	3.95423	79.6725	119.688	88.6862	70.6683	87.3128	114.32	183.382	198.486	224.624	168.07	0.232258	0.326021	0.317333	0.313548	0.597619	0.603871	0.687556	0.689462	0.594222	0.443111	1.14746	9.66604	4.77505	-0.11152	2.28598	1.8676	6.13101	8.61626	11.4459	12.1104	0	0	0	0	0	0	0	0	0	0	9.04311	18.5359	13.7347	7.72154	9.45283	8.90077	15.6341	16.0579	19.6421	21.8349	12.7867	1.45333	5.06667	18.6933	14.44	14.24	6.12	4.41333	1.30667	0.84	0	0	0	0	0	0	0	0	0	0
51	8	0.359021	1.20168	0.414362	0.351236	0.846308	1.73856	1.67311	3.20097	3.65564	2.11862	4.3245	2.63462	5.77852	3.26923	2.45182	1.99615	7.11888	2.74154	1.99135	1.92267	72.7487	117.277	72.3779	57.8073	109.112	170.809	149.953	230.879	248.899	170.677	0.545806	0.404731	0.650667	0.710538	0.468571	0.332043	0.739556	0.457634	0.471556	0.334667	-1.42657	6.10476	1.68333	0.176265	-0.522094	1.87863	3.8323	9.96195	12.292	9.24531	0	0	0	0	0	0	0	0	0	0	5.81831	15.2358	7.94802	5.92096	7.27607	10.6319	11.4609	18.19	21.3063	18.9235	20.68	5.37333	16.3733	21.48	17.4533	12.68	11.0267	2.2	0.893333	1.82667	0	0	0	0	0	0	0	0	0	0
52	8	0.347514	1.37834	0.613517	0.325353	0.622303	1.51511	2.33469	2.67182	3.41678	2.43679	4.05371	1.65068	4.69095	2.63841	1.90029	2.11308	2.45552	6.26123	4.14135	1.81416	61.8117	127.732	73.16	55.6636	89.8226	160.304	201.358	200.123	234.87	180.022	0.698065	0.299355	0.494222	0.462796	0.574762	0.450753	0.410667	0.687742	0.582667	0.431556	-1.72188	7.68341	5.04704	0.385238	-1.48909	1.06965	4.77391	6.72348	11.0171	10.3836	0	0	0	0	0.08	0.0133333	0	0	0	0	4.07317	17.2507	11.654	6.52325	5.65837	9.26591	14.5798	13.8488	19.0221	20.2755	22.9867	3.04	10.0533	16.1333	14.3867	11.3333	6.54667	8.33333	1.82667	1.14667	0	0	0	0	0	0	0	0	0	0
55	8	0.400589	1.20942	0.575357	0.446366	0.619148	1.19596	2.11517	2.31194	3.53442	2.31152	7.23362	3.29049	3.29089	3.52157	5.85705	3.17108	3.76786	6.80343	3.25454	2.64161	55.0706	116.172	79.0478	64.3534	90.366	128.112	180.619	195.726	249.059	166.147	0.692473	0.551828	0.547111	0.63957	0.755238	0.729892	0.511556	0.708387	0.613333	0.336889	-0.19253	7.60499	3.28264	0.833219	-1.86391	2.21917	4.05439	5.4881	10.0318	10.1794	0	0	0	0	0.04	0	0	0	0	0	5.97271	16.2578	10.711	7.88029	4.82663	9.88251	12.0719	12.2545	18.1217	19.8845	21.32	4.13333	9.93333	18.1467	16.2533	13.04	10.9067	8.22667	2.30667	1.66667	0	0	0	0	0	0	0	0	0	0
1	9	0.489329	0.837654	0.261753	0.353622	0.685709	0.954158	1.78823	3.09188	3.57512	1.52679	4.04259	1.88441	1.59291	3.43672	0.0210559	1.90189	2.48418	0.81655	1.98513	1.96274	38.1302	71.637	24.6933	27.8875	90.0005	85.9963	134.646	210.031	223.551	121.224	0.549073	0.46431	0.41383	0.578243	0	0.385381	0.403546	0.336651	0.410284	0.408511	-0.468848	6.70957	2.86365	1.69559	-1.85368	3.1093	5.05193	8.82455	12.0326	11.0008	0	0	0	0	0	0	0	0	0	0	4.29611	13.6765	6.82762	6.52869	7.02729	11.8117	14.3638	19.2141	21.984	20.8204	23.2553	3.79787	24.1702	23.3511	21.7234	9.42553	4.64894	0.0106383	0	0	0	0	0	0	0	0	0	0	0	0
2	9	0.367824	1.12078	0.488839	0.515788	0.599048	1.09313	1.96442	2.5129	3.23451	2.63361	1.40524	1.37981	1.82257	2.13203	1.69358	1.26369	0.452664	1.35655	2.24067	0.231357	32.5162	100.157	33.8508	25.6272	53.8193	96.2529	147.563	184.611	214.15	182.728	0.459506	0.332876	0.284752	0.596431	0.62876	0.22615	0.163121	0.343514	0.347872	0.125532	-0.635117	4.36839	2.84137	3.54788	0.759016	4.02798	3.98244	8.37977	12.1391	8.8908	0.0744681	0	0	0	0	0	0	0	0	0	5.00481	16.5787	8.22966	7.62983	7.02145	11.6252	13.7694	19.4631	21.3361	23.5826	13.7979	4.02128	20.9468	25.4894	21.0851	9.7234	5.98936	0.180851	0	0	0	0	0	0	0	0	0	0	0	0
10	9	0.315321	0.914908	0.425234	0.211177	0.609048	1.2561	2.01716	2.21856	2.84063	1.26329	2.90892	2.88595	2.37118	2.52282	1.5951	1.31102	1.5732	3.17083	1.7343	4.43601	33.5207	71.96	37.0028	30.2764	63.8518	102.833	165.729	160.902	186.479	101.787	0.581331	0.568634	0.427305	0.495196	0.44314	0.377831	0.378369	0.464997	0.412411	0.613121	-0.526037	8.59178	2.40368	-0.751129	0.68873	2.06981	4.68616	7.31261	11.267	10.3114	0	0	0	0	0	0	0	0	0	0	4.51832	16.4228	7.97178	3.59412	6.5841	9.97538	14.7894	15.0894	19.5066	18.8487	23.9681	1.96809	21.4255	23.5532	26.6064	20.8191	5.5	2.82979	0	0	0	0	0	0	0	0	0	0	0	0
11	9	0.326101	0.664766	0.409174	0.300879	0.428249	0.896541	1.76956	2.35664	3.14971	1.35846	1.24286	1.41566	1.07606	1.71194	1.60591	1.65688	1.86771	3.18757	2.85645	2.44367	27.2247	58.8154	42.6846	26.8777	53.371	83.7321	135.493	162.289	207.17	102.858	0.588538	0.222375	0.278723	0.450927	0.568389	0.538435	0.414539	0.693548	0.506028	0.599291	1.87624	8.83794	1.94245	-1.18775	-2.21485	2.35863	4.36451	8.43741	10.5607	10.0926	0	0	0	0	0	0	0	0	0	0	6.52209	16.1272	8.34775	3.24675	3.97453	9.43694	13.1244	17.8658	19.2273	18.423	27.3298	0.0319149	15.6596	21.117	19.5745	15.6383	9.29787	0.968085	0.0106383	0	0	0	0	0	0	0	0	0	0	0
12	9	0.358277	1.14828	0.542628	0.256406	0.505865	0.884391	1.28737	2.56261	3.41394	1.70761	2.21875	0.0407599	3.33327	2.04669	4.92232	2.24985	2.43827	1.3242	3.16221	0.600419	26.9112	97.6874	38.1894	26.811	42.6163	81.9038	104.716	181.888	217.651	135.042	0.507893	0.0466712	0.586879	0.425875	0.858663	0.668154	0.611702	0.383322	0.462057	0.246454	0.722899	5.4358	2.98866	-2.58386	0.456117	0.986471	3.26989	8.27443	13.5708	10.6656	0	0	0	0	0	0	0	0	0	0	5.54926	17.5812	9.30526	1.68199	5.67004	6.25268	10.1782	17.5394	22.4797	20.5216	19.5106	0.787234	12.4787	18.0851	22.6064	24.5957	15.9681	0.0744681	0	0	0	0	0	0	0	0	0	0	0	0
14	9	0.269722	1.24047	0.406307	0.259778	0.443264	1.44871	1.82957	2.31896	3.29636	2.17812	1.45595	0.680632	2.45395	0.308894	1.49305	1.13157	1.73168	1.80903	1.35753	0.609374	32.0351	106.588	37.6952	33.7038	46.1648	129.069	130.869	162.663	222.215	166	0.494166	0.182224	0.614539	0.194921	0.497065	0.346603	0.565248	0.650652	0.504255	0.22305	-0.580836	4.15174	1.36011	0.859375	2.03206	1.72844	4.8487	7.85171	9.19068	7.53553	0	0	0	0	0	0	0	0	0	0	4.323	16.1393	6.8083	5.60848	7.93214	12.7066	11.5903	15.1245	18.5174	19.9597	24.2447	3.80851	24.1596	25.1809	21.1702	11.8404	10	2.21277	0	0	0	0	0	0	0	0	0	0	0	0
16	9	0.459111	1.00311	0.454764	0.280413	0.575837	0.896706	2.37938	2.93887	3.32549	2.11398	1.23854	1.2042	2.04886	2.96455	1.59217	2.31629	0.761947	1.1876	2.01484	2.228	35.4419	88.1493	48.3891	30.0821	53.7211	80.7618	194.442	205.97	215.507	144.782	0.425189	0.351064	0.396099	0.522649	0.486322	0.581331	0.219504	0.403912	0.456738	0.429787	3.62355	4.67116	1.07727	-0.486722	1.68138	3.67433	3.85862	7.20782	10.7517	9.6829	0	0	0	0	0	0	0	0	0	0	8.71054	13.2266	8.47355	4.53913	7.41459	10.252	14.8756	16.9498	20.1557	22.0862	21.8191	6	18.8085	22.9043	22.266	15.6489	4.31915	2.67021	0	0.138298	0	0	0	0	0	0	0	0	0	0
18	9	0.323104	0.753505	0.336256	0.288987	0.578539	1.34799	2.7178	3.46231	4.96803	1.55125	1.0134	1.14427	2.67428	1.02435	1.53386	0.65104	1.05299	0.593173	0.300721	3.10917	35.1668	70.0903	37.0839	32.8557	61.2142	136.895	218.149	244.814	291.313	112.294	0.458133	0.375429	0.513121	0.16129	0.363903	0.304049	0.22305	0.236102	0.0890071	0.560284	0.691299	4.7947	2.60208	-0.579092	0.70184	-0.155142	2.70463	8.7471	13.0565	10.669	0	0	0	0	0	0	0	0	0	0	4.85289	12.2254	8.1025	3.1047	6.8091	9.56966	13.8969	19.9077	26.0707	20.0573	26.8617	9.97872	21.4787	29.0319	17.7128	17.5213	7.14894	0	0	0	0	0	0	0	0	0	0	0	2.61702	0
26	9	0.363302	1.06844	0.579391	0.387877	0.526053	1.15737	2.26128	1.61217	3.39465	1.62787	4.50399	1.15368	1.48401	1.14804	2.21967	0.975786	0.96326	2.71479	1.4546	2.41731	27.1057	91.5585	59.5633	35.2777	63.5804	134.626	189.023	136.863	238.513	115.243	0.706932	0.275909	0.209574	0.368909	0.551357	0.332189	0.173759	0.689773	0.333333	0.435106	1.32878	6.09184	1.70223	0.692964	-0.416235	-0.583019	2.78213	6.33823	10.5239	9.73877	0	0	0	0	0	0	0	0	0	0	5.34059	14.637	10.1582	5.91815	5.1859	8.73669	14.0877	13.8543	19.6717	19.6087	28.3298	5.45745	13.266	23.6915	28.7234	18.6809	10.5319	4.52128	0	0	0	0	0	0	0	0	0	0	0	0
28	9	0.327182	1.28859	0.359895	0.354083	0.482318	1.0711	1.49521	2.77901	3.86211	2.52671	2.77146	0.346035	2.07237	1.86781	1.15621	2.38874	3.23015	2.45366	1.50794	0.781413	31.6456	114.408	34.045	30.1956	78.9036	104.498	122.097	198.838	238.527	175.647	0.710364	0.135552	0.601418	0.429993	0.264058	0.446808	0.669149	0.687371	0.400709	0.169149	0.696627	4.09713	0.146731	2.09487	-7.4218	0.382036	3.23008	9.15435	12.4728	8.75381	0	0	0	0	0	0	0	0	0	0	5.49394	15.7358	5.30286	6.52324	-0.973653	8.61278	9.7774	17.9186	21.7578	22.5695	28.5213	4.85106	19.1596	21.7447	11.617	19.5957	13.9574	0	0.361702	0	0	0	0	0	0	0	0	0	0	0
33	9	0.549398	1.12235	0.399874	0.278958	0.70006	1.40701	2.4211	3.37646	3.11577	2.18591	2.12507	3.06426	2.54985	2.80675	0.771253	1.56765	1.10658	0.696239	2.52539	1.23038	46.8405	85.2143	43.3238	31.115	75.2473	106.223	191.501	238.268	204.497	157.17	0.364791	0.412491	0.616312	0.510295	0.37234	0.453329	0.356738	0.243308	0.637943	0.308156	0.246759	8.12403	3.60184	0.202101	-3.9555	4.92717	2.45138	5.89852	10.1651	8.0858	0	0	0	0	0	0	0	0	0	0	4.94067	16.5864	8.69317	4.21233	3.29843	12.9987	13.6122	15.2602	17.4075	19.5215	20.383	0.531915	18.5957	24.3191	8.85106	7.41489	7.85106	7.47872	0	0	0	0	0	0	0	0	0	0	0	0
36	9	0.453266	0.985968	0.57238	0.455633	0.603965	1.57173	2.09463	2.97312	3.91544	1.87224	2.82102	2.65414	0.738751	3.92668	2.5574	2.01817	2.64437	2.65688	2.31659	4.64773	33.5379	69.1957	55.9108	24.2769	60.594	118.047	160.646	204.941	242.487	127.673	0.64825	0.642759	0.27234	0.836307	0.546353	0.468085	0.610284	0.43617	0.439716	0.578014	2.83663	6.44621	-0.383027	3.62733	1.02776	5.19879	3.90381	8.95149	11.9169	9.49239	0	0	0	0	0	0	0	0	0	0	6.48842	11.9034	5.51517	7.78754	6.81964	12.4935	11.9629	17.7602	21.1221	17.4183	22.6489	12.4787	19.2128	21.9894	23.2128	6.58511	13.8936	0	0	0	0	0	0	0	0	0	0	0	0	0
37	9	0.453753	1.24766	0.47385	0.442328	0.799501	1.55226	1.87656	3.04657	3.94093	1.64323	3.71479	1.95953	1.37486	2.60156	2.86153	3.52956	2.8149	2.38829	1.2411	3.11928	35.1404	88.8065	38.9107	30.6064	62.8351	130.454	147.217	214.697	250.032	113.152	0.631778	0.36582	0.372695	0.589224	0.62462	0.505491	0.494326	0.318119	0.429787	0.459929	1.07031	6.55481	7.15346	3.79736	4.3513	1.14642	4.97133	8.70364	11.4121	10.2889	0	0	0	0	0	0	0	0	0	0	6.13726	15.9946	12.5603	8.18596	9.50929	9.82689	12.528	18.4107	19.9953	17.5475	23.3191	0.234043	4.67021	16.5213	17.6383	18.2128	7.02128	1.1383	0	0	0	0	0	0	0	0	0	0	0	0
42	9	0.330873	1.15877	0.418641	0.342243	0.745273	1.30995	1.85744	3.13216	4.35471	2.22722	1.10132	1.51309	1.64037	5.53448	3.05768	1.56791	2.79031	2.65238	1.16671	3.61418	49.6072	91.172	45.4194	30.2499	72.8618	123.246	147.022	214.848	271.511	143.284	0.371311	0.574125	0.435816	0.710364	0.574468	0.413521	0.651064	0.53466	0.207092	0.435106	0.694475	7.03849	1.41163	2.11239	2.37504	2.55982	5.46635	10.5389	12.4207	12.5859	0	0	0	0	0	0	0	0	0	0	5.37601	15.1221	7.15123	6.40859	9.05217	10.5701	13.783	19.8213	22.5144	22.7742	26.2447	1	22.9468	25.1489	19.6277	14.3511	4.10638	0	0	0	0	0	0	0	0	0	0	0	0	0
48	9	0.359951	1.40842	0.490783	0.304886	0.615934	1.20313	2.29165	2.90313	4.38542	2.17044	1.0823	1.14134	1.47221	1.81348	2.50933	3.02079	0.691784	3.20788	0.806176	2.536	47.7659	93.1196	48.6657	35.5081	67.5702	110.815	181.714	191.186	267.802	148.466	0.364104	0.362388	0.47766	0.393617	0.471884	0.64825	0.421631	0.667467	0.230851	0.442199	-0.812906	10.6598	2.79926	0.409425	0.147915	2.02466	5.10544	10.1663	13.2286	11.4887	0	0	0	0	0	0	0	0	0	0	4.05052	18.8658	8.04105	4.3676	4.39905	8.77991	14.3017	17.7305	23.3697	21.4226	29.3404	0	19.4043	28.6277	25.7234	18.4043	2.7766	0.712766	0	0	0	0	0	0	0	0	0	0	0	0
49	9	0.514882	1.22813	0.601192	0.450679	0.760374	1.54617	3.27606	3.39211	3.59315	2.2882	1.82798	3.21486	2.031	1.39159	2.85632	2.5071	0.114801	2.56508	2.09146	0.586411	42.4657	83.3846	46.0388	39.6341	61.9561	130.719	235.755	209.536	208.08	144.861	0.585793	0.539465	0.702482	0.439602	0.618541	0.59849	0.0744681	0.716541	0.609929	0.290071	3.77612	10.5587	4.954	1.98073	4.3114	2.52647	7.10883	11.3724	14.2701	13.3443	0	0	0	0	0	0	0	0	0	0	8.19251	18.1087	11.4673	7.12093	10.1774	10.8717	20.7506	19.4248	21.9598	23.1693	16.4149	0	9.14894	20.1064	12.8936	10.9149	0.0425532	0	0	0	0	0	0	0	0	0	0	0	0	0
51	9	0.4143	1.10121	0.494677	0.287714	0.503029	1.387	2.29726	3.1152	3.85637	2.09042	1.28191	2.18773	1.58565	1.61058	1.47228	1.19256	2.40553	1.39799	2.53877	2.10381	51.8256	87.0451	43.8546	31.3654	60.2506	124.273	167.426	205.111	241.618	150.216	0.252231	0.454358	0.588298	0.446122	0.566489	0.37337	0.490071	0.494166	0.545035	0.39078	-2.40209	6.31559	4.17998	0.384593	-0.268775	1.6027	7.25731	10.4196	12.1997	8.44578	0	0	0	0	0	0	0	0	0	0	3.26065	14.5979	9.55346	3.92066	6.23234	10.4383	16.5674	19.4098	21.2559	18.5375	22.5532	4.03191	15.3511	28.7766	24.234	14.4787	0.138298	0	0	0	0	0	0	0	0	0	0	0	0	0
